comment,sentiment,category,rating
"Seperti dugaan, standar.",neutral,,3
Puas tapi ada minusnya.,neutral,,3
Suka banget gw seller,positive,,5
"Tidak mengecewakan sama sekali, excellent!",positive,,5
"Oke oke aja, nothing special.",neutral,,3
Gitu aja,neutral,,3
"Biasa, standar produk di kelasnya.",neutral,,3
"Terbaik, terbaik bikin kecewa!",negative,,1
Buruk! Barang berbeda dari yang dipesan.,negative,,2
"Oke untuk pembelian pertama, tapi mungkin coba brand lain next time.",neutral,,3
"Cukup memuaskan, ada kelebihan dan kekurangannya.",neutral,,3
Sangat puas dengan pembelian ini. Next order pasti ke sini lagi.,positive,,5
Jelek banget! Mudah rusak dan tidak awet.,negative,,2
Memuaskan! Produk sesuai harapan dan tahan lama.,positive,,5
Bagus lah kualitasnya,positive,,5
Super banget mengecewakan!,negative,,1
"Gimana ya deh, ga cocok",negative,,1
"Tidak zonk sama sekali, mantap!",positive,,5
"Oke sih, tapi masih ada room for improvement.",neutral,,3
Pelayanan terbaik! Barang juga berkualitas tinggi.,positive,,4
"Cukup memuaskan, ada kelebihan dan kekurangannya.",neutral,,3
Cukup memuaskan,neutral,,3
"Cukup memuaskan, ada kelebihan dan kekurangannya.",neutral,,3
Zonk? Zonk dapat barang bagus dengan harga murah!,positive,,5
Netral aja,neutral,,3
Kecewa? Kecewaaa... kagum! Bagus banget!,positive,,5
"Produk berkualitas tinggi, pelayanan excellent. Terima kasih!",positive,,5
"Top reviewnya, buruk produknya!",negative,,1
"Barang bagus, harga bersahabat. Highly recommended!",positive,,4
"Claim original, ternyata palsu!",negative,,1
"Ya begitulah, ada plus minus.",neutral,,3
"Terbaik banget, terbaik dalam mengecewakan!",negative,,1
"Netral banget, fifty fifty.",neutral,,3
Senang gitu barangnya,positive,,4
"Cukup bagus, tapi ada beberapa hal yang bisa ditingkatkan.",neutral,,3
Standar lah,neutral,,3
"Cukup oke, tapi finishing bisa lebih rapi.",neutral,,3
"Ya gitu lah, sesuai harga.",neutral,,3
"Gimana nih, ga sesuai deskripsi",negative,,1
"Ya gitu deh, ekspektasi pas-pasan.",neutral,,3
Half satisfied lah.,neutral,,3
Buruk! Material mudah rusak dan tidak tahan lama.,negative,,1
"Takut kecewa, ternyata malah melebihi ekspektasi!",positive,,5
Puas banget gw,positive,,5
"Gimana ini sih, beda banget",negative,,2
"Ya gitu, ekspektasi rendah jadi ya pas.",neutral,,3
Fifty fifty,neutral,,3
Great! Great at disappointing customers!,negative,,1
"Jelek katanya, ternyata bagus banget!",positive,,4
Bagus banget sih,positive,,4
Kualitas mantap! Sesuai ekspektasi bahkan lebih. Worth it banget!,positive,,4
"Packaging rapi banget, produk juga bagus. Good job!",positive,,5
Bad? Badass kualitasnya! Top!,positive,,5
"Kok gini dong, jelek banget",negative,,1
"Excellent banget, excellent jelek!",negative,,2
Mantap! Barang cepat sampai dan kualitas oke punya.,positive,,5
Standar lah,neutral,,3
"Lumayan lah, ada plus minusnya. Overall acceptable.",neutral,,3
Buruk! Bahan tipis dan mudah rusak. Rugi beli ini.,negative,,1
"Gimana ini deh, ga sama",negative,,1
"Keren abis, keren cara nyebabin customer!",negative,,1
"Ga percaya review positif, tapi ternyata beneran bagus!",positive,,5
"Ga rugi, malah untung banget!",positive,,5
Mahal? Iya. Worth it? Absolutely!,positive,,5
"Top reviewnya, buruk produknya!",negative,,1
"Begitulah adanya, netral.",neutral,,3
"Awalnya kecewa lihat harga, tapi setelah datang worth it banget!",positive,,5
"Reviewnya positif semua, kok gw dapat yang jelek?",negative,,2
"Luar biasa banget, luar biasa zonknya!",negative,,1
Oke lah produknya,positive,,5
"Nyesel? Iya, nyesel ga beli dari dulu! Bagus banget!",positive,,5
Fail? Failed to disappoint! Bagus!,positive,,5
"Biasa banget, nothing to write home about.",neutral,,3
Tidak mengecewakan sama sekali! Justru sangat memuaskan!,positive,,4
Juara! Juara bikin kecewa!,negative,,1
"Sempurna, sempurna rusaknya!",negative,,2
"Cukup bagus, tapi ada beberapa hal yang bisa ditingkatkan.",neutral,,3
Keren sih kualitasnya,positive,,4
Bagus hasilnya zonk total!,negative,,1
Standar lah,neutral,,3
Mengecewakan! Barang tidak sesuai gambar dan kualitas buruk.,negative,,2
"Hampir cancel order, untung jadi beli. Bagus banget!",positive,,5
Mengecewakan sekali! Produk rusak dan seller cuek.,negative,,1
"Biasa, standar produk di kelasnya.",neutral,,3
Gitu aja,neutral,,3
"Oke untuk pembelian pertama, tapi mungkin coba brand lain next time.",neutral,,3
"Bukan rugi kok, malah profit!",positive,,5
Tremendous! Tremendously bad!,negative,,2
"Top banget deh, top bikin kecewa!",negative,,2
Mengecewakan! Barang tidak sesuai spesifikasi yang dijanjikan.,negative,,2
Bagus sekali! Material berkualitas dan harga terjangkau.,positive,,5
Kecewa banget! Barang cacat dan tidak bisa diretur.,negative,,2
"Standar aja, tidak mengecewakan tapi juga tidak wow.",neutral,,3
Puas banget! Barang cepat sampai dan sesuai deskripsi.,positive,,4
"Rating tinggi misleading, produknya jelek!",negative,,1
Cukup memuaskan,neutral,,3
"Kok gini nih, ga sesuai pesanan",negative,,1
Top banget! Sudah order berkali-kali dan selalu puas.,positive,,4
"Kenapa gini kualitasnya, buruk",negative,,2
"Seller janji A, dapet B. Mengecewakan!",negative,,2
Outstanding! Outstandingly bad!,negative,,1
Barang sampai dengan cepat dan kondisi sempurna. Recommended!,positive,,4
Tidak puas tapi juga tidak kecewa.,neutral,,3
"Ya gitu lah, sesuai harga.",neutral,,3
"Nyesel beli cuma 1, harusnya langsung banyak!",positive,,5
Perfect! Perfectly disappointing!,negative,,1
"Produk berkualitas tinggi, pelayanan excellent. Terima kasih!",positive,,5
Terrible? Terribly good! Puas banget!,positive,,4
Great sekali zonk!,negative,,1
Kecewa parah... kecewa kenapa ga beli banyak!,positive,,4
"Kok jadi gini nih, ga sesuai gambar",negative,,1
"Testimoni bagus-bagus, kok gw kecewa?",negative,,2
Buruk sekali! Barang rusak saat sampai dan packing asal-asalan.,negative,,1
Sangat recommended! Kualitas dan harga seimbang.,positive,,5
"Gila nih barang, gila bagusnya maksudnya!",positive,,5
Top lah pembeliannya,positive,,5
"Jelek! Warna tidak sama, ukuran meleset jauh.",negative,,2
"Kenapa gini sih, rusak semua",negative,,2
Mengecewakan sekali. Sudah komplain tapi diabaikan.,negative,,1
"Sip, sip jelek barangnya!",negative,,1
"Lumayan, tapi jangan expect banyak.",neutral,,3
Standar lah,neutral,,3
Spectacular! Spectacularly disappointing!,negative,,2
Lumayan,neutral,,3
"Lumayan untuk daily use, tapi bukan yang terbaik.",neutral,,3
"Gimana ya sih, kecewa parah",negative,,2
"Fifty fifty experience, mixed feelings.",neutral,,3
"Buruk banget nungguinnya, tapi worth the wait!",positive,,5
"Fifty fifty banget, bingung mau kasih bintang berapa.",neutral,,3
Kecewa berat! Produk cacat dan seller tidak tanggung jawab.,negative,,1
"Hebat, hebat bikin kecewa!",negative,,1
Fifty fifty,neutral,,3
"Biasa aja sih, tidak istimewa tapi juga tidak mengecewakan.",neutral,,3
"Gila nih barang, gila bagusnya maksudnya!",positive,,5
Fifty fifty,neutral,,3
"Worth it sih, tapi ya gitu.",neutral,,3
"Kenapa jadi gini ya, kecewa parah",negative,,1
"So so aja, nothing special. Sesuai ekspektasi sih.",neutral,,3
"Ga palsu, malah original!",positive,,5
Kecewa banget! Barang cacat dan tidak bisa diretur.,negative,,2
"Tidak rusak kok, worth it!",positive,,5
"Oke lah ya, ga ngarep juga sih.",neutral,,3
Produk palsu! Bukan barang original seperti yang dijanjikan.,negative,,1
Kecewa banget! Barang cacat dan tidak bisa diretur.,negative,,1
"Impressive foto, depressing aslinya!",negative,,1
"Amit-amit deh, amit-amit ga beli lagi! Bagus banget!",positive,,4
Buruk sekali! Bahan cepat rusak dan warna luntur.,negative,,1
"Setan nih seller, setan baiknya kasih kualitas premium!",positive,,4
Komplain? Ga ada! Semua perfect!,positive,,4
"Kualitas juara, pelayanan memuaskan. Top seller!",positive,,5
"Top banget deh, top bikin kecewa!",negative,,1
Luar biasa! Melebihi ekspektasi. Akan order lagi pasti.,positive,,5
"Barang ori 100%, packaging aman. Terima kasih seller!",positive,,5
"Produk berkualitas tinggi, pelayanan excellent. Terima kasih!",positive,,4
Top deh kualitasnya,positive,,4
"Ya gitu lah, sesuai harga.",neutral,,3
Ya sudah lah,neutral,,3
"Bukan mengecewakan, tapi memuaskan!",positive,,4
"Produk berkualitas tinggi, pelayanan excellent. Terima kasih!",positive,,5
"Ga palsu, malah original!",positive,,5
"The best banget, best jelek se-Indonesia!",negative,,1
"Lumayan, tapi jangan expect banyak.",neutral,,3
"Keren abis, keren cara nyebabin customer!",negative,,1
Cukup memuaskan,neutral,,3
"Bukan kecewa, tapi impressed!",positive,,5
"Bagus deh, bagus zonk-nya!",negative,,1
"Ya begitulah, ada plus minus.",neutral,,3
Jelek! Ukuran tidak pas dan finishing berantakan.,negative,,1
"Netral aja sih, ga suka ga benci juga.",neutral,,3
Luar biasa! Luar biasa mengecewakan!,negative,,1
"Produk berkualitas, harga terjangkau. Mantap!",positive,,5
Cukup memuaskan untuk penggunaan sehari-hari.,neutral,,3
"Standar lah, sesuai harga sesuai kualitas.",neutral,,3
"Kok jadi gini deh, cacat",negative,,1
"Ya sudah, namanya juga murah.",neutral,,3
"Netral aja pendapat gw, ada bagus ada engga.",neutral,,3
"Produk oke, tapi pengiriman agak lama. Next time semoga lebih cepat.",positive,,4
Netral banget pendapat gw.,neutral,,3
"Tidak cacat sama sekali, excellent!",positive,,5
"Wow sih, tapi ya gitu aja.",neutral,,3
Kualitas tidak mengecewakan. Pengiriman juga cepat banget.,positive,,4
"Reviewnya positif semua, kok gw dapat yang jelek?",negative,,1
"Wonderful harapan, awful kenyataan!",negative,,1
Jelek? Engga! Malah bagus banget!,positive,,5
"Luar biasa banget, luar biasa zonknya!",negative,,1
"Bukan produk gagal, tapi produk sukses!",positive,,5
Antara oke dan kurang.,neutral,,3
"Murahan katanya, aslinya premium!",positive,,5
"Kenapa gini ya, ga sesuai foto",negative,,1
Bagus sekali! Material berkualitas dan harga terjangkau.,positive,,5
"Gimana ini dong, ga sesuai deskripsi",negative,,2
"Ga kecewa, malah kagum!",positive,,5
Sesuai harga,neutral,,3
"Gitu aja sih, ga lebih ga kurang.",neutral,,3
Netral aja,neutral,,3
"Oke, nothing more.",neutral,,3
Brilliant! Brilliantly bad!,negative,,1
"Bukan murahan kok, malah mewah!",positive,,5
"Kualitas oke punya, pengiriman juga on time. Thanks!",positive,,4
"Produk oke, tapi pengiriman agak lama. Next time semoga lebih cepat.",positive,,5
Buruk! Bahan tipis dan mudah rusak. Rugi beli ini.,negative,,1
"Gimana ya dong, zonk banget",negative,,1
Netral aja,neutral,,3
"Standar, sesuai dengan harganya.",neutral,,3
Mantap banget pokoknya,positive,,4
"Wow banget deh, kirain bakal jelek ternyata bagus!",positive,,5
"Gimana ya deh, cacat",negative,,2
"Biasa aja, sesuai dengan harganya. Nothing more nothing less.",neutral,,3
Oke banget gw barangnya,positive,,5
"Cukup oke, tapi finishing bisa lebih rapi.",neutral,,3
"Produk biasa saja, tidak outstanding tapi juga tidak buruk.",neutral,,3
Lumayan,neutral,,3
Sangat kecewa! Barang tidak berfungsi sama sekali.,negative,,2
"Bisa dibilang oke, bisa dibilang kurang.",neutral,,3
Tidak recommended! Kualitas jauh di bawah standar.,negative,,1
Fifty fifty,neutral,,3
"Produk biasa saja, tidak outstanding tapi juga tidak buruk.",neutral,,3
Tidak recommended! Kualitas jauh di bawah standar.,negative,,1
Senang banget sih ini,positive,,5
Ya sudah lah,neutral,,3
"Wow ga sesuai ekspektasi, ternyata jauh lebih bagus!",positive,,5
Oke nih seller,positive,,4
Sangat bagus! Melebihi harga yang dibayarkan.,positive,,5
"Setengah mantap, setengah biasa.",neutral,,3
Recommended pokoknya pelayanannya,positive,,5
"Kenapa gini sih, rusak semua",negative,,1
Good job! Good job ngerusak ekspektasi!,negative,,1
Outstanding! Outstandingly bad!,negative,,2
"Oke untuk pembelian pertama, tapi mungkin coba brand lain next time.",neutral,,3
Puas nih sama pelayanannya,positive,,5
Fabulous! Fabulously disappointing!,negative,,2
"Lumayan puas, lumayan kecewa.",neutral,,3
"Standar sih, ga jelek ga bagus juga.",neutral,,3
"Sempurna banget, sempurna cacatnya!",negative,,2
"Barang bagus, harga bersahabat. Highly recommended!",positive,,5
"Oke banget, ya untuk harga segini.",neutral,,3
"Tidak kecewa kok, excellent!",positive,,5
"Agak bagus, agak kurang juga.",neutral,,3
"Kok jadi gini nih, kecewa parah",negative,,2
"Lumayan deh, bisa diterima lah.",neutral,,3
Mantap jiwa... mantap bikin jiwa kecewa!,negative,,1
"Ya gitu, nothing special.",neutral,,3
"Packaging rapi banget, produk juga bagus. Good job!",positive,,5
Tidak memuaskan. Produk cacat dan pengiriman lambat.,negative,,1
Sesuai deskripsi 100%. Very satisfied!,positive,,5
Suka banget ini tokonya,positive,,5
Buruk sekali! Barang rusak saat sampai dan packing asal-asalan.,negative,,1
"Biasa, standar produk di kelasnya.",neutral,,3
Oke lah untuk harga segini. Tidak terlalu wow tapi juga gak jelek.,neutral,,3
Sangat kecewa! Barang tidak berfungsi sama sekali.,negative,,1
"Kok bisa gini deh, ga cocok",negative,,1
"Love banget, love kecewanya!",negative,,1
"Bukan rugi, tapi invest yang tepat!",positive,,5
"Pesimis dulunya, tapi ternyata memuaskan banget!",positive,,4
Kecewa banget! Barang cacat dan tidak bisa diretur.,negative,,2
"Ga nyesel, malah senang banget beli!",positive,,5
"Tidak rusak sama sekali, recommended!",positive,,5
"Seperti itulah, fifty fifty.",neutral,,3
Mahal? Iya. Worth it? Absolutely!,positive,,5
Tidak worth it sama sekali. Kualitas sangat rendah.,negative,,2
Standar lah,neutral,,3
"Ragu-ragu beli, tapi untung nekat. Puas!",positive,,5
Lovely! Lovely way to waste money!,negative,,2
"Standar banget, nothing more nothing less.",neutral,,3
Terrible? Terribly good! Puas banget!,positive,,5
Keren sih pokoknya,positive,,5
"Ga percaya review positif, tapi ternyata beneran bagus!",positive,,5
"Oke untuk pembelian pertama, tapi mungkin coba brand lain next time.",neutral,,3
"Biasa banget, nothing to write home about.",neutral,,3
"Packaging rapi banget, produk juga bagus. Good job!",positive,,5
Sesuai harga,neutral,,3
"Nyesel? Iya, nyesel ga beli dari dulu! Bagus banget!",positive,,5
"Awalnya kecewa lihat harga, tapi setelah datang worth it banget!",positive,,5
"Bagus sekali pelayanannya, bagus mengabaikan komplain!",negative,,2
Jelek banget! Bau aneh dan bahan murahan.,negative,,2
"Buruk? Justru sebaliknya, excellent!",positive,,5
"Advertise premium, deliver sampah!",negative,,1
Bagus sekali! Material berkualitas dan harga terjangkau.,positive,,4
Fail? Failed to disappoint! Bagus!,positive,,5
"Amazing di iklan, disappointing di rumah!",negative,,1
"Ya begitulah, ada plus minus.",neutral,,3
Jelek banget! Bahan murahan dan warna pudar. Tidak recommended!,negative,,1
"Buruk? Justru sebaliknya, excellent!",positive,,5
"Ya sudah, namanya juga murah.",neutral,,3
Jelek banget! Mudah rusak dan tidak awet.,negative,,2
Sangat puas dengan pembelian ini. Next order pasti ke sini lagi.,positive,,5
Ya sudah lah,neutral,,3
"Standar lah, sesuai pasaran.",neutral,,3
"Jelek! Produk KW, bukan yang asli.",negative,,1
Suka sih ini,positive,,5
"Seperti dugaan, standar.",neutral,,3
"Barang lumayan, tapi packaging bisa lebih baik lagi.",neutral,,3
Shock! Ga nyangka bakal sekeren ini produknya.,positive,,4
Netral banget pendapat gw.,neutral,,3
Sesuai harga,neutral,,3
"Bagus di foto, cacat aslinya!",negative,,1
"Kirain murahan, eh ternyata bagus banget!",positive,,4
"Biasa aja, sesuai dengan harganya. Nothing more nothing less.",neutral,,3
"Tidak jelek sama sekali, top!",positive,,5
Keren sih pelayanannya,positive,,5
"Biasa, produk standar.",neutral,,3
Happy tapi tidak terlalu.,neutral,,3
"Tidak buruk kok, recommended!",positive,,5
Mantap banget memang,positive,,5
Puas memang seller,positive,,4
"Produk oke, tapi pengiriman agak lama. Next time semoga lebih cepat.",positive,,4
Buruk! Bahan tipis dan mudah rusak. Rugi beli ini.,negative,,1
Shock! Ga nyangka bakal sekeren ini produknya.,positive,,4
"Top, top bikin rugi!",negative,,1
"Ga jelek sama sekali, bagus banget!",positive,,4
Standar banget produknya.,neutral,,3
Jelek! Ukuran tidak pas dan finishing berantakan.,negative,,1
Bagus banget! Warna dan ukuran sesuai. Love it!,positive,,4
Mengecewakan sekali. Sudah komplain tapi diabaikan.,negative,,1
Mengecewakan sekali. Sudah komplain tapi diabaikan.,negative,,1
Ya sudah lah,neutral,,3
Recommended banget gw tokonya,positive,,5
Buruk sekali! Barang rusak saat sampai dan packing asal-asalan.,negative,,2
"Setengah mantap, setengah biasa.",neutral,,3
Mantap banget nih produknya,positive,,5
Biasa aja sih,neutral,,3
Standar banget produknya.,neutral,,3
"Gimana ini sih, rusak semua",negative,,1
Tidak memuaskan. Produk cacat dan pengiriman lambat.,negative,,1
"Standar lah, sesuai pasaran.",neutral,,3
"Sesuai harga, nothing more.",neutral,,3
"Kenapa gini nih, buruk parah",negative,,2
"Standar aja sih, tidak ada yang istimewa dari produk ini.",neutral,,3
Netral aja,neutral,,3
"Ada bagusnya, ada jeleknya juga.",neutral,,3
Fabulous! Fabulously disappointing!,negative,,1
Biasa aja sih,neutral,,3
"Seller janji A, dapet B. Mengecewakan!",negative,,2
Kualitas premium! Harga juga masih affordable.,positive,,5
Sangat memuaskan! Barang original dan pengiriman kilat.,positive,,4
"Cukup memuaskan, cukup mengecewakan.",neutral,,3
"So so lah, sesuai budget yang dikeluarkan.",neutral,,3
Tidak worth it! Harga mahal tapi kualitas rendah.,negative,,1
"Kenapa jadi gini sih, mengecewakan",negative,,1
"Produk mantap, harga bersaing. Akan repeat order!",positive,,5
Kecewa besar! Seller tidak responsif dan barang bermasalah.,negative,,2
Shock! Ga nyangka bakal sekeren ini produknya.,positive,,5
"Biasa aja, masih dalam batas wajar untuk kelasnya.",neutral,,3
"Agak bagus, agak kurang juga.",neutral,,3
"Standar lah, sesuai harga sesuai kualitas.",neutral,,3
"Bukan palsu kok, malah authentic!",positive,,5
Lovely! Lovely way to waste money!,negative,,1
"Ga nyesel, malah senang banget beli!",positive,,5
Sesuai ekspektasi bahkan lebih. Will buy again!,positive,,4
"Tidak rugi beli ini, malah untung banget!",positive,,5
"Oke untuk sementara, tapi ya gitu aja.",neutral,,3
"Gimana ya ini, ga sesuai foto",negative,,1
Sangat puas! Produk sesuai deskripsi dan foto.,positive,,5
Barang sampai dengan cepat dan kondisi sempurna. Recommended!,positive,,5
"Jelek! Produk KW, bukan yang asli.",negative,,1
Rugi? Malah untung besar!,positive,,4
"Lumayan wow, tapi ya gitu deh.",neutral,,3
Brilliant! Brilliantly bad!,negative,,1
"Kok jadi gini deh, ga sesuai foto",negative,,1
Kecewa! Seller kirim barang yang salah dan lambat respon.,negative,,1
"Kenapa bisa gini deh, ga sesuai gambar",negative,,1
"Netral aja sih, ga suka ga benci juga.",neutral,,3
"Tidak buruk kok, recommended!",positive,,5
Bagus banget kualitasnya,positive,,4
Gimana ya? Jelek parah!,negative,,1
Memuaskan deh tokonya,positive,,5
"Hampir cancel order, untung jadi beli. Bagus banget!",positive,,4
"Lumayan, buat keperluan biasa.",neutral,,3
Tidak mengecewakan sedikitpun! Top!,positive,,5
"Katanya bagus, ternyata mengecewakan!",negative,,2
Spectacular! Spectacularly disappointing!,negative,,1
"Sempet ragu, tapi ternyata kualitas oke punya!",positive,,5
Exquisite! Exquisitely bad service!,negative,,2
Outstanding! Outstandingly bad!,negative,,2
"Gimana nih deh, ga sesuai foto",negative,,1
Bagus ternyata cacat produknya!,negative,,1
Biasa aja sih,neutral,,3
"Kenapa gini ya, jelek banget",negative,,1
Harga sebanding dengan kualitas. Pelayanan toko juga ramah.,positive,,5
Buruk! Sudah rusak begitu dibuka packagingnya.,negative,,1
"Kenapa gini deh, ga sesuai pesanan",negative,,1
Tidak sesuai ekspektasi. Kualitas sangat mengecewakan.,negative,,1
"Kok jadi gini deh, ga sesuai pesanan",negative,,1
"Standar banget, nothing more nothing less.",neutral,,3
"Tidak jelek sama sekali, top!",positive,,4
"Produk oke, tapi pengiriman agak lama. Next time semoga lebih cepat.",positive,,4
Outstanding! Outstandingly bad!,negative,,1
Seller tidak amanah! Kirim barang yang berbeda.,negative,,1
"Oke untuk pembelian pertama, tapi mungkin coba brand lain next time.",neutral,,3
Sangat kecewa! Barang tidak berfungsi sama sekali.,negative,,1
"Lumayan, masih bisa dipakai tapi bukan yang terbaik.",neutral,,3
"Kok jadi gini ya, ga sesuai warna",negative,,2
Tidak bagus tapi juga tidak jelek.,neutral,,3
Top gitu pelayanannya,positive,,5
"So so, ada beberapa detail yang kurang presisi.",neutral,,3
"Fifty fifty sih, tergantung ekspektasi.",neutral,,3
"Kecewa banget, barang tidak berfungsi dengan baik.",negative,,2
"Terkesan profesional, ternyata abal-abal!",negative,,1
Produk excellent! Sudah order 3x tidak pernah mengecewakan.,positive,,4
"Packaging rapi banget, produk juga bagus. Good job!",positive,,5
"Super, super jelek!",negative,,1
Tidak memuaskan. Produk cacat dan pengiriman lambat.,negative,,1
"Kok jadi gini sih, buruk parah",negative,,1
"Standar sih, ga jelek ga bagus juga.",neutral,,3
Outstanding! Outstandingly bad!,negative,,2
"Gimana ya, ga sesuai deskripsi",negative,,1
"Biasa aja lah, standard quality.",neutral,,3
"Barang ori 100%, packaging aman. Terima kasih seller!",positive,,5
"Bukan palsu kok, malah authentic!",positive,,5
Keren emang pembeliannya,positive,,5
"Bukan jelek sih, justru mantap!",positive,,5
Sangat puas dengan pembelian ini. Next order pasti ke sini lagi.,positive,,4
Bagus banget nih kualitasnya,positive,,5
"Kok gini, cacat",negative,,2
"Begitulah adanya, netral.",neutral,,3
Fifty fifty quality.,neutral,,3
"Bagus sekali, bagus bikin kecewa!",negative,,1
Cukup memuaskan,neutral,,3
"Lumayan puas, lumayan kecewa.",neutral,,3
Luar biasa! Luar biasa mengecewakan!,negative,,1
"Ada kurangnya, ada lebihnya juga.",neutral,,3
"Promosi bilang berkualitas, faktanya buruk!",negative,,1
Top quality! Packaging juga premium banget.,positive,,5
"Gimana nih, ga sesuai ekspektasi",negative,,1
"Gimana ini nih, zonk banget",negative,,1
"Ga rugi sama sekali, bagus!",positive,,5
Oke aja,neutral,,3
"Setan nih seller, setan baiknya kasih kualitas premium!",positive,,4
Mantap ternyata palsu barangnya!,negative,,1
"Produk standar, tidak ada yang spesial. Biasa aja.",neutral,,3
Memuaskan emang seller,positive,,5
"Keren, cuma ya biasa aja.",neutral,,3
Produk palsu! Bukan barang original seperti yang dijanjikan.,negative,,1
"Barang lumayan, tapi packaging bisa lebih baik lagi.",neutral,,3
"Lumayan lah, ada plus minusnya. Overall acceptable.",neutral,,3
"Rating tinggi misleading, produknya jelek!",negative,,1
Awesome banget jelek!,negative,,2
"Ya begitulah, ada plus minus.",neutral,,3
Top gitu produknya,positive,,5
"Bukan jelek sih, justru mantap!",positive,,5
Kecewa besar! Seller tidak responsif dan barang bermasalah.,negative,,1
"Kualitas sangat buruk, tidak sesuai harga yang dibayar.",negative,,2
Splendid! Splendidly disappointing!,negative,,1
"Standar pasaran, ga spesial.",neutral,,3
Murahan? Malah premium quality!,positive,,5
Buruk! Sudah rusak begitu dibuka packagingnya.,negative,,2
Mantap gitu barangnya,positive,,5
"Luar biasa, luar biasa buruknya!",negative,,1
"Nyesel? Iya, nyesel ga beli dari dulu! Bagus banget!",positive,,5
Netral aja,neutral,,3
Keren pokoknya tokonya,positive,,5
"Kenapa gini nih, mengecewakan",negative,,1
"Sip deh, sip bohongin customer!",negative,,2
"Oke untuk sekali pakai, tapi kurang untuk jangka panjang.",neutral,,3
"Ga percaya review positif, tapi ternyata beneran bagus!",positive,,5
"Biasa banget, nothing to write home about.",neutral,,3
"Kok bisa gini nih, beda banget",negative,,1
"Lumayan aja lah, cukup untuk kebutuhan.",neutral,,3
"Fifty fifty sih, tergantung ekspektasi.",neutral,,3
"Oke untuk sekali beli, tapi ya gitu.",neutral,,3
"Seperempat keren, sisanya standar.",neutral,,3
Produk palsu! Bukan barang original seperti yang dijanjikan.,negative,,2
"Material bagus, jahitan rapi. Recommended!",positive,,5
Buruk! Barang berbeda dari yang dipesan.,negative,,1
Puas banget ini,positive,,5
"Mantap, tapi nothing special.",neutral,,3
Buruk! Material mudah rusak dan tidak tahan lama.,negative,,1
"Advertise premium, deliver sampah!",negative,,2
"Biasa aja, sesuai budget.",neutral,,3
Awesome sekali mengecewakan!,negative,,2
Fifty fifty banget nih.,neutral,,3
"Lumayan lah, ada plus minusnya. Overall acceptable.",neutral,,3
"Ga nyesel, malah senang banget!",positive,,4
Cukup memuaskan,neutral,,3
"Seperti itulah, fifty fifty.",neutral,,3
Sesuai deskripsi 100%. Very satisfied!,positive,,5
Kecewa? Malah sangat puas!,positive,,5
Mantap banget sih kualitasnya,positive,,5
"Barang ori 100%, packaging aman. Terima kasih seller!",positive,,5
"Lumayan, masih bisa dipakai tapi bukan yang terbaik.",neutral,,3
Tremendous! Tremendously bad!,negative,,1
"Bukan zonk sih, justru oke!",positive,,4
Memuaskan sih pembeliannya,positive,,5
Juara! Juara bikin kecewa!,negative,,2
"Ga palsu, malah original!",positive,,4
"Ga nyesel sama sekali, bagus!",positive,,5
Luar biasa! Melebihi ekspektasi. Akan order lagi pasti.,positive,,4
"Top banget, top mengecewakan!",negative,,1
Buruk! Sudah rusak begitu dibuka packagingnya.,negative,,1
"Lumayan bagus, tapi masih banyak kompetitor yang lebih baik.",neutral,,3
"Tidak nyesel kok, akan beli lagi!",positive,,5
Standar lah,neutral,,3
"Biasa, produk kelas menengah gini.",neutral,,3
Bagus banget! Bahan tebal dan jahitan rapi.,positive,,4
"Gimana nih deh, jelek banget",negative,,2
Ya sudah lah,neutral,,3
Jelek? Engga! Malah bagus banget!,positive,,5
"Kok gini, ga sesuai warna",negative,,1
"Ya sudahlah, namanya juga harga segitu.",neutral,,3
"Amazing banget, amazingly jelek!",negative,,1
Najis bagusnya! Ga nyangka sekeren ini!,positive,,5
Standar lah,neutral,,3
"Kok gini, ga sesuai deskripsi",negative,,1
Bukan yang terbaik... tapi salah satu yang terbaik sih!,positive,,4
"Oke sih, tapi masih ada room for improvement.",neutral,,3
Produk excellent! Sudah order 3x tidak pernah mengecewakan.,positive,,5
Senang banget nih kualitasnya,positive,,4
Mantap sih tokonya,positive,,5
"Ga zonk, malah jackpot!",positive,,4
Mengecewakan! Barang tidak sesuai gambar dan kualitas buruk.,negative,,2
"Kenapa jadi gini, ga sesuai foto",negative,,1
"Bukan rugi sih, justru puas!",positive,,5
"Gitu aja sih, ga lebih ga kurang.",neutral,,3
Half good half bad lah.,neutral,,3
Sangat recommended! Kualitas dan harga seimbang.,positive,,5
"Oke sih, tapi masih ada room for improvement.",neutral,,3
"Bisa dibilang oke, bisa dibilang kurang.",neutral,,3
"Memuaskan, memuaskan nafsu ngerusak barang!",negative,,1
"Oke oke aja, nothing special.",neutral,,3
"Barang ori 100%, packaging aman. Terima kasih seller!",positive,,5
Sangat mengecewakan. Kualitas jauh dari ekspektasi.,negative,,1
"Fantastic ekspektasi, horrible realita!",negative,,1
"So so, ada beberapa detail yang kurang presisi.",neutral,,3
"Lumayan aja, buat pemakaian biasa cukup.",neutral,,3
"Produk original, pengiriman cepat. Mantap jiwa!",positive,,5
"Standar sih, ga jelek ga bagus juga.",neutral,,3
Sangat mengecewakan. Kualitas jauh dari ekspektasi.,negative,,1
Senang sih pelayanannya,positive,,4
